CUSTOMERID,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME,PREDICTED_CHURN,CREDITSCORE
2248,Italy,Female,24,3,130072.29,2,0,1,212013.76,0,1/14/25 13:08,80,9999,673
2249,Germany,Male,74,0,0,2,0,0,6254.16,1,1/23/25 12:03,66,9999,665
2250,Italy,Female,49,3,0,2,0,0,5498.72,1,1/15/25 23:50,57,9999,491
2251,Italy,Female,19,5,0,3,1,1,81025.44,1,1/16/25 22:54,101,9999,602
2252,Spain,Female,25,9,0,4,1,0,199278.21,1,1/15/25 8:52,86,9999,251
2253,Italy,Female,24,10,0,2,1,0,230746.33,0,1/25/25 8:16,69,9999,474
2254,France,Female,49,5,130072.29,3,0,1,102807.56,1,1/16/25 18:42,96,9999,538
2255,Italy,Male,25,5,130072.29,2,0,1,159597.55,1,1/25/25 17:54,100,9999,482
2256,Italy,Male,30,6,130072.29,3,1,0,120778.1,1,1/2/25 12:20,107,9999,663
2257,Italy,Male,29,10,0,1,0,0,73523.81,1,1/30/25 3:30,93,9999,666
2258,France,Female,90,0,0,3,0,0,217602.46,1,1/18/25 15:40,60,9999,326
2259,Italy,Male,82,9,0,4,0,0,148799.96,1,1/22/25 10:56,61,9999,365
2260,Italy,Male,25,0,130072.29,1,0,0,173894.02,1,1/12/25 12:54,59,9999,403
2261,Italy,Female,36,6,0,1,0,0,156207.91,1,2/1/25 12:21,103,9999,655
2262,France,Female,59,3,0,2,1,0,25586.88,1,1/24/25 2:21,83,9999,352
2263,Germany,Male,74,5,0,1,1,1,208241.04,0,1/16/25 9:22,79,9999,443
2264,Italy,Female,19,5,0,3,0,1,14431.18,1,1/22/25 5:31,64,9999,415
2265,Italy,Female,23,8,130072.29,4,0,0,174239.86,1,1/22/25 4:37,57,9999,608
2266,Spain,Female,23,1,0,1,1,1,39620.7,1,1/24/25 22:52,89,9999,339
2267,Italy,Male,26,3,130072.29,4,1,0,139110.55,1,1/29/25 21:56,71,9999,423
2268,Spain,Female,21,3,0,3,1,0,36209.61,1,1/2/25 4:05,54,9999,371
2269,Spain,Female,27,6,0,3,0,0,242516.2,1,1/14/25 18:40,69,9999,392
2270,Germany,Female,30,0,0,4,0,1,110956.6,1,1/6/25 22:11,98,9999,355
2271,Italy,Female,27,4,130072.29,3,1,1,199359,1,1/13/25 1:10,101,9999,624
2272,Germany,Female,30,10,0,4,1,1,200161.95,1,1/10/25 21:59,115,9999,677
2273,Germany,Male,19,3,130072.29,2,0,0,34734.9,1,1/17/25 5:34,68,9999,554
2274,France,Male,69,1,130072.29,3,1,0,143731.21,1,1/12/25 3:24,63,9999,609
2275,Italy,Female,82,4,130072.29,2,1,1,249787.06,0,1/10/25 11:48,56,9999,566
2276,Italy,Female,29,8,0,1,1,0,98621.76,1,1/14/25 19:28,106,9999,700
2277,Italy,Male,70,7,130072.29,1,0,0,28410.02,1,1/23/25 11:31,59,9999,372
2278,France,Male,20,8,0,2,1,0,192274.46,1,1/29/25 9:58,71,9999,639
2279,France,Female,52,6,0,1,1,0,150569.67,1,1/28/25 20:44,54,9999,258
2280,Italy,Female,20,9,0,1,0,1,180025.54,1,1/29/25 1:55,73,9999,511
2281,Italy,Male,25,6,0,1,0,1,135352.48,1,2/1/25 20:54,64,9999,322
2282,Italy,Female,24,1,0,1,0,1,70923.54,1,1/24/25 4:27,75,9999,608
2283,France,Female,28,2,130072.29,3,0,0,119676.46,1,1/17/25 2:50,104,9999,472
2284,Spain,Male,23,10,130072.29,1,0,1,148480.75,0,1/19/25 10:00,67,9999,665
2285,Italy,Male,29,9,0,3,1,1,63196.95,1,1/12/25 3:15,92,9999,290
2286,Italy,Male,24,7,0,4,1,1,214248.23,1,1/16/25 11:03,55,9999,619
2287,Italy,Male,65,10,130072.29,1,0,1,105806.5,1,1/23/25 15:09,94,9999,453
2288,France,Female,29,1,0,4,0,0,180227.42,1,1/4/25 11:20,74,9999,513
2289,Germany,Female,21,6,0,2,1,0,236300.06,1,1/3/25 17:46,65,9999,577
2290,Spain,Female,24,5,0,2,1,1,106798.04,1,1/28/25 2:20,104,9999,427
2291,Italy,Female,62,9,0,3,0,1,118030.56,1,1/22/25 12:01,105,9999,597
2292,Spain,Male,25,3,0,2,0,0,49986.15,1,1/2/25 20:36,78,9999,567
2293,Italy,Male,27,10,130072.29,3,1,1,97145.88,1,1/18/25 16:36,113,9999,333
2294,France,Female,30,3,130072.29,4,0,1,134635.1,0,1/30/25 0:47,50,9999,567
2295,Italy,Female,24,2,0,4,0,1,61249.46,1,1/11/25 10:34,94,9999,360
2296,Spain,Female,23,5,0,1,0,1,11404.26,1,1/15/25 9:14,75,9999,500
2297,France,Male,26,2,130072.29,4,0,0,68158.16,1,1/17/25 13:15,99,9999,632
2298,France,Male,21,8,130072.29,2,1,1,172230.62,1,1/23/25 16:29,76,9999,256
2299,Germany,Male,23,3,0,3,1,0,215273.03,1,1/14/25 5:19,84,9999,333
2300,Italy,Female,19,3,0,3,0,0,37103.52,1,1/23/25 8:38,78,9999,457
2301,Italy,Female,23,1,0,1,0,0,169577.47,1,1/26/25 14:20,56,9999,637
2302,Spain,Female,23,1,130072.29,1,0,0,88302.47,1,1/6/25 8:41,111,9999,639
2303,Italy,Male,87,6,130072.29,2,1,0,78765.26,0,1/13/25 17:51,120,9999,563
2304,Italy,Female,28,4,0,3,1,0,111011.71,1,1/4/25 23:35,83,9999,271
2305,Italy,Male,49,2,130072.29,1,0,0,218318.21,1,1/13/25 15:51,97,9999,659
2306,France,Female,18,5,130072.29,4,0,1,147251.18,0,1/10/25 7:25,54,9999,632
2307,Italy,Female,19,5,0,2,0,1,161965.64,1,1/14/25 6:26,57,9999,252
2308,Italy,Male,55,0,130072.29,4,0,0,33052.21,1,1/3/25 19:12,92,9999,376
2309,Italy,Male,29,2,130072.29,3,1,1,34563.22,1,2/3/25 21:01,101,9999,546
2310,Italy,Female,21,4,130072.29,1,1,0,128071.63,1,1/4/25 2:29,50,9999,437
2311,Spain,Male,25,10,130072.29,2,0,0,180989.95,1,1/15/25 0:34,87,9999,611
2312,Spain,Male,28,10,0,2,0,0,52906.32,1,1/26/25 17:51,56,9999,263
2313,France,Male,62,6,130072.29,1,1,1,139211.58,1,1/28/25 14:52,105,9999,261
2314,Italy,Male,19,3,0,1,0,1,229526.38,1,2/2/25 5:21,95,9999,336
2315,Spain,Male,29,7,0,3,0,1,130621.19,1,1/28/25 3:00,73,9999,261
2316,France,Female,34,2,0,4,1,0,122774.81,0,1/6/25 20:05,84,9999,646
2317,Italy,Female,91,5,0,4,1,0,148394.18,1,1/19/25 21:09,91,9999,274
2318,Spain,Female,54,5,0,4,1,1,174650.77,1,1/13/25 1:13,116,9999,550
2319,Germany,Female,23,8,0,3,1,0,79012.44,1,1/1/25 0:38,93,9999,492
2320,Germany,Male,33,3,130072.29,1,0,0,86977.85,1,1/16/25 1:00,53,9999,371
2321,Germany,Female,44,6,130072.29,2,1,0,43353.44,1,1/25/25 11:43,73,9999,396
2322,Italy,Male,37,9,130072.29,4,0,0,237462.05,1,1/16/25 14:50,120,9999,304
2323,Italy,Female,57,0,130072.29,1,1,1,16641.75,0,1/8/25 19:55,68,9999,487
2324,France,Female,75,10,0,4,0,0,117884.51,1,1/5/25 9:11,99,9999,605
2325,Italy,Male,19,0,0,3,0,0,172474.12,1,1/17/25 18:41,67,9999,422
2326,Italy,Female,19,1,0,3,1,1,179140.91,1,1/24/25 6:03,77,9999,641
2327,Germany,Female,51,3,0,1,1,1,158445.99,1,1/8/25 18:45,78,9999,470
2328,Germany,Female,22,5,130072.29,3,1,0,88439.1,1,1/9/25 20:33,94,9999,368
2329,Italy,Female,19,3,130072.29,2,1,1,23918.22,0,1/29/25 23:04,56,9999,558
2330,Germany,Female,25,5,0,3,1,1,233367.76,1,1/15/25 9:06,94,9999,432
2331,Germany,Female,56,1,0,2,0,1,51662.01,1,1/27/25 1:10,75,9999,537
2332,France,Female,20,8,0,4,1,1,227633.87,1,1/14/25 10:27,119,9999,556
2333,Italy,Male,30,10,0,3,1,1,60240.71,1,1/13/25 19:49,98,9999,549
2334,Italy,Female,18,2,0,2,0,0,22279.09,1,1/4/25 2:10,67,9999,331
2335,Italy,Female,20,6,130072.29,4,1,1,25479.62,1,1/12/25 23:17,89,9999,651
2336,Italy,Female,24,0,130072.29,4,0,1,92809.24,0,2/3/25 10:40,67,9999,460
2337,Italy,Female,19,7,130072.29,4,0,1,42233.4,1,1/13/25 19:38,96,9999,399
2338,Italy,Female,62,3,0,4,1,0,123199.75,1,1/10/25 21:40,50,9999,286
2339,Italy,Female,66,10,0,1,0,1,116184.43,1,1/8/25 0:21,82,9999,601
2340,Spain,Male,43,4,130072.29,2,1,0,209879.07,1,2/2/25 19:24,88,9999,561
2341,Italy,Female,22,6,130072.29,1,1,1,175457.55,0,1/11/25 14:59,72,9999,610
2342,Germany,Female,27,2,0,4,0,1,176105.32,0,1/7/25 3:54,63,9999,308
2343,France,Male,21,8,130072.29,3,1,0,149726.63,1,1/24/25 14:55,93,9999,380
2344,Italy,Male,23,8,0,2,1,0,16616.06,1,1/10/25 17:01,86,9999,661
2345,Spain,Female,27,7,0,2,1,0,188076.76,1,1/21/25 20:57,120,9999,451
2346,France,Female,38,0,130072.29,4,0,1,92844.98,1,1/25/25 0:36,86,9999,492
2347,Italy,Female,19,1,0,3,1,0,209865.6,1,1/28/25 2:10,77,9999,284
2348,Germany,Male,23,1,130072.29,3,0,0,65422.03,1,1/15/25 3:58,56,9999,694
2349,Italy,Male,80,2,0,2,1,0,169177.01,1,1/20/25 16:39,101,9999,342
2350,France,Female,25,1,0,1,0,0,152918.8,1,2/3/25 0:25,66,9999,687
2351,Italy,Female,82,0,0,3,1,0,32447.27,1,1/12/25 10:45,111,9999,696
2352,Germany,Male,94,10,0,2,0,0,38396.01,1,2/1/25 15:34,86,9999,456
2353,Italy,Male,27,4,0,3,0,1,249972.25,1,1/18/25 20:44,63,9999,602
2354,France,Male,23,5,0,4,1,0,87197.82,1,1/21/25 21:25,100,9999,640
2355,Italy,Male,50,6,0,3,0,0,104832.93,1,2/1/25 7:08,104,9999,581
2356,France,Female,20,9,130072.29,1,1,0,214591.76,1,1/6/25 2:58,106,9999,554
2357,Germany,Male,22,6,130072.29,1,1,0,159602.9,1,2/3/25 6:12,53,9999,599
2358,Italy,Male,49,1,0,1,1,1,171391.47,1,1/14/25 21:48,98,9999,462
2359,France,Female,26,6,130072.29,2,1,0,160934.31,1,1/12/25 5:29,84,9999,408
2360,Italy,Male,21,1,0,3,1,1,84233.59,1,1/3/25 8:33,102,9999,691
2361,Spain,Female,30,1,130072.29,1,1,1,208151.85,1,2/1/25 13:41,81,9999,694
2362,Italy,Male,38,5,0,4,0,0,13266.78,1,2/3/25 7:59,59,9999,273
2363,Germany,Female,20,5,0,4,1,0,95026.34,1,1/19/25 1:04,111,9999,653
2364,Germany,Male,23,7,130072.29,4,1,1,238860.18,0,1/20/25 6:46,51,9999,542
2365,Italy,Female,22,4,0,2,1,0,97745.5,1,1/29/25 6:07,112,9999,253
2366,Italy,Female,25,4,0,1,0,0,9112.29,1,1/4/25 22:47,65,9999,469
2367,Italy,Male,44,9,0,1,1,1,52044.29,1,1/16/25 18:53,65,9999,613
2368,Germany,Female,33,0,0,3,0,0,236314.93,1,1/3/25 23:24,52,9999,631
2369,Italy,Female,30,3,130072.29,2,1,1,213066.32,1,1/30/25 10:44,67,9999,269
2370,France,Male,18,0,130072.29,4,0,0,52872.43,1,1/1/25 10:53,91,9999,693
2371,Germany,Female,20,9,130072.29,3,1,1,244487.43,0,1/23/25 14:07,81,9999,401
2372,Italy,Female,22,4,130072.29,4,0,0,43925.56,1,1/24/25 15:04,99,9999,299
2373,France,Male,23,7,130072.29,4,0,0,248117.05,1,1/3/25 18:13,98,9999,426
2374,Italy,Male,20,0,0,1,0,1,211915.5,1,1/2/25 21:00,52,9999,684
2375,Italy,Female,25,2,0,3,0,0,228598.48,1,1/8/25 11:25,54,9999,345
2376,Germany,Female,19,0,0,2,1,0,39228.99,1,1/13/25 10:46,106,9999,354
2377,Italy,Female,41,5,0,4,0,0,78927.14,1,1/9/25 1:06,93,9999,669
2378,Italy,Female,50,9,130072.29,1,1,0,176996.55,0,1/22/25 21:16,74,9999,499
2379,Spain,Female,28,0,0,1,1,0,128787.42,1,1/29/25 9:37,119,9999,366
2380,Italy,Male,19,9,0,4,0,1,76441.31,0,1/1/25 3:18,72,9999,603
2381,Spain,Female,72,2,0,1,1,0,175376.04,1,1/1/25 15:07,59,9999,477
2382,Spain,Male,88,4,0,1,0,0,196017.35,1,2/1/25 1:46,59,9999,315
2383,Italy,Male,21,4,130072.29,4,0,0,74928.13,1,1/10/25 9:25,82,9999,584
2384,Italy,Male,32,1,130072.29,2,1,0,26027.54,1,1/15/25 10:37,67,9999,667
2385,Germany,Male,61,2,0,4,1,0,145719.12,1,1/17/25 5:38,116,9999,669
2386,Italy,Female,28,8,130072.29,3,1,0,102147.08,1,1/24/25 14:04,76,9999,511
2387,Italy,Female,24,0,0,4,0,1,220056.66,1,1/9/25 12:42,84,9999,544
2388,Germany,Female,26,0,0,4,1,0,16027.62,1,1/9/25 6:51,111,9999,675
2389,Italy,Male,27,1,0,2,0,0,161287.79,1,1/29/25 22:34,67,9999,492
2390,Spain,Male,25,7,0,4,0,1,16633.06,1,1/20/25 7:01,56,9999,620
2391,Italy,Female,80,5,0,4,0,1,32747.51,1,1/20/25 17:01,120,9999,435
2392,Italy,Male,40,3,0,1,1,0,95337.85,1,1/28/25 10:38,59,9999,495
2393,Italy,Female,22,6,0,4,1,1,61012.39,0,1/5/25 0:36,76,9999,374
2394,Spain,Male,28,5,0,2,1,0,44637.66,1,1/14/25 9:52,117,9999,517
2395,France,Male,30,8,130072.29,1,1,0,199315.41,0,1/20/25 0:10,116,9999,380
2396,Germany,Male,20,5,130072.29,4,1,0,61901.53,1,1/23/25 6:30,104,9999,486
2397,Italy,Male,24,1,130072.29,1,0,0,94344.41,1,1/17/25 20:50,97,9999,267
2398,Italy,Male,75,2,0,3,0,1,227431.99,1,2/3/25 5:56,116,9999,289
2399,Italy,Male,28,8,130072.29,4,1,0,197453.47,0,1/16/25 1:05,75,9999,270
2400,Italy,Male,22,6,0,4,0,0,133388.71,1,1/27/25 19:03,89,9999,648
2401,France,Female,20,5,0,1,0,1,28004.35,1,1/3/25 22:06,120,9999,474
2402,France,Female,27,4,130072.29,4,0,1,236636.35,1,1/7/25 0:59,95,9999,604
2403,Italy,Male,28,2,130072.29,4,1,1,178731.71,1,1/19/25 7:11,116,9999,531
2404,Spain,Male,24,3,130072.29,2,1,0,13601.72,1,1/7/25 18:50,60,9999,257
2405,Italy,Female,29,0,130072.29,4,0,1,237459.01,1,1/5/25 20:26,100,9999,349
2406,Spain,Male,19,4,130072.29,2,0,1,22573.89,1,1/30/25 6:38,81,9999,489
2407,Italy,Female,20,6,130072.29,3,0,0,152733.82,1,1/26/25 15:09,69,9999,336
2408,Italy,Female,28,1,130072.29,3,0,0,101503.85,1,1/1/25 21:56,54,9999,547
2409,Italy,Female,19,10,0,1,1,1,245317.74,1,1/14/25 20:58,90,9999,677
2410,Italy,Female,70,7,0,1,1,0,231151.42,1,1/3/25 19:32,62,9999,263
2411,France,Female,20,9,130072.29,1,0,0,151710.68,1,1/24/25 4:46,52,9999,583
2412,Italy,Male,30,5,0,1,0,0,176797.11,1,1/28/25 18:29,64,9999,251
2413,Italy,Male,25,9,0,4,1,1,206300.16,1,1/2/25 3:20,105,9999,624
2414,Germany,Female,25,2,0,2,1,1,205976.86,1,1/10/25 22:13,92,9999,542
2415,France,Male,45,1,0,1,1,1,151786.96,1,1/21/25 9:53,116,9999,574
2416,Germany,Female,27,7,0,3,0,1,66657.67,1,1/19/25 15:18,95,9999,671
2417,Italy,Male,36,3,130072.29,4,0,0,81613.74,1,1/31/25 21:39,97,9999,290
2418,France,Male,27,6,130072.29,2,1,0,168083.93,1,1/30/25 14:52,85,9999,567
2419,France,Male,29,6,0,2,1,0,173523.13,1,1/27/25 11:52,72,9999,565
2420,Italy,Male,44,9,0,1,1,0,96009.29,1,2/1/25 16:44,104,9999,630
2421,Italy,Male,29,8,0,1,0,0,222502.28,1,1/28/25 11:01,104,9999,360
2422,Italy,Male,29,9,130072.29,2,0,1,103015.82,1,1/6/25 4:06,103,9999,263
2423,Italy,Male,50,7,0,3,1,0,176132.41,1,1/10/25 21:43,114,9999,480
2424,Italy,Male,84,7,0,1,1,1,56302.17,1,1/5/25 3:27,100,9999,333
2425,Italy,Female,24,6,0,2,0,1,91505.15,1,1/21/25 4:05,81,9999,379
2426,France,Female,28,9,0,4,0,0,138787.66,1,1/12/25 20:48,69,9999,480
2427,France,Male,19,4,0,2,0,0,14220.42,1,1/26/25 21:21,85,9999,575
2428,Spain,Male,24,8,0,1,0,0,15267.44,1,1/9/25 16:37,81,9999,394
2429,Germany,Male,25,10,0,4,0,1,71107.41,1,1/25/25 19:03,106,9999,628
2430,Italy,Female,60,6,0,3,1,0,207803.68,1,1/21/25 13:28,78,9999,594
2431,Spain,Male,27,10,130072.29,2,0,1,58042.81,0,1/23/25 1:31,95,9999,277
2432,Spain,Male,37,2,0,2,1,1,222040.57,1,1/12/25 9:13,84,9999,315
2433,Italy,Female,18,5,0,2,0,0,180435.06,1,1/11/25 9:21,101,9999,412
2434,France,Female,26,2,0,4,1,1,173785.71,1,1/10/25 0:46,64,9999,478
2435,Spain,Female,74,5,0,1,1,1,170159.01,1,1/16/25 16:42,100,9999,510
2436,France,Male,22,7,0,2,1,0,244196.02,1,2/2/25 20:20,80,9999,698
2437,Spain,Female,18,8,130072.29,4,0,0,160252.28,1,1/28/25 13:31,65,9999,673
2438,Italy,Male,26,1,130072.29,2,1,1,164072.68,1,2/2/25 11:05,85,9999,689
2439,Italy,Female,31,5,130072.29,1,1,1,116082.81,1,1/26/25 4:35,88,9999,413
2440,Italy,Male,26,2,130072.29,4,1,0,218715.18,0,2/3/25 16:32,60,9999,550
2441,France,Male,26,6,130072.29,3,0,0,19064.01,1,1/20/25 16:10,69,9999,656
2442,Germany,Male,30,10,0,2,0,0,89354.57,0,1/2/25 17:56,105,9999,552
2443,Spain,Female,22,3,130072.29,1,0,0,75232.38,1,1/8/25 13:13,91,9999,536
2444,Italy,Male,42,4,0,3,1,0,102499.75,1,1/1/25 18:58,96,9999,644
2445,Italy,Male,20,9,0,1,1,1,122578.08,1,1/26/25 10:19,55,9999,259
2446,Germany,Male,25,5,130072.29,3,1,1,239241.53,1,1/20/25 6:17,84,9999,444
2447,France,Female,30,10,0,1,1,1,231499.04,1,1/22/25 20:37,57,9999,367
2448,Italy,Male,58,7,0,3,0,0,154760.07,1,1/26/25 20:30,120,9999,519
2449,Italy,Male,50,1,0,4,1,1,9868.6,1,1/21/25 9:53,86,9999,329
2450,Germany,Male,35,3,130072.29,3,1,0,141130.37,1,1/11/25 14:07,99,9999,342
2451,Germany,Male,24,10,0,1,1,0,21779.34,1,1/16/25 7:40,65,9999,515
2452,Italy,Female,20,3,0,2,1,0,93134.11,1,1/4/25 21:41,58,9999,581
2453,Italy,Male,22,5,0,3,0,1,79597.48,1,1/25/25 22:43,109,9999,599
2454,Spain,Female,66,3,0,1,0,1,163779.88,1,1/28/25 2:30,100,9999,610
2455,France,Female,65,10,0,2,0,0,9380.31,1,2/3/25 7:33,95,9999,506
2456,Italy,Male,85,4,0,4,0,1,198232.48,0,1/9/25 8:26,120,9999,382
2457,Italy,Female,19,4,130072.29,4,1,0,207473.21,1,1/31/25 8:37,61,9999,525
2458,Germany,Female,27,7,0,2,0,0,12925.45,1,1/14/25 19:45,113,9999,513
2459,Italy,Female,30,3,130072.29,1,0,0,25044.08,1,2/2/25 11:25,70,9999,420
2460,Italy,Male,33,5,0,1,0,1,230567,1,1/8/25 14:16,54,9999,250
2461,France,Female,29,6,0,3,0,0,155915.81,1,1/8/25 4:08,55,9999,562
2462,Italy,Female,46,7,130072.29,4,1,1,240285.41,1,1/10/25 15:25,92,9999,313
2463,France,Male,24,8,130072.29,4,1,1,117111.55,1,1/10/25 17:28,75,9999,623
2464,Italy,Male,21,9,0,4,1,0,51705.52,1,2/1/25 16:31,103,9999,533
2465,France,Female,21,7,130072.29,4,1,1,95693.11,0,1/20/25 8:17,52,9999,370
2466,Italy,Female,18,3,0,1,0,0,232603.01,1,1/10/25 14:33,60,9999,356
2467,Italy,Female,24,3,0,4,0,1,33250.38,1,1/17/25 18:38,74,9999,670
2468,Italy,Male,19,9,130072.29,2,1,0,223590.22,1,1/9/25 5:39,61,9999,424
2469,Spain,Female,23,10,0,1,0,0,134787.09,1,1/27/25 20:45,114,9999,453
2470,Spain,Male,29,4,130072.29,2,1,0,22163.1,0,2/1/25 6:06,53,9999,414
2471,Italy,Female,73,2,0,2,0,1,102941.05,1,1/2/25 7:09,101,9999,554
2472,Germany,Female,61,1,130072.29,1,1,0,64596.05,0,1/27/25 15:28,114,9999,369
2473,France,Male,22,1,130072.29,2,1,0,145943.82,1,1/4/25 2:55,119,9999,293
2474,Spain,Female,20,8,130072.29,2,1,0,42350.18,0,1/8/25 9:03,83,9999,561
2475,Italy,Male,21,7,0,3,0,0,235611.45,0,1/26/25 23:01,65,9999,405
2476,France,Female,89,5,0,4,1,1,56763.21,1,1/25/25 4:35,63,9999,616
2477,Italy,Male,28,8,130072.29,2,1,1,160066.73,1,1/14/25 7:12,110,9999,456
2478,Italy,Male,21,4,130072.29,3,1,1,208656.3,1,2/1/25 20:13,102,9999,639
2479,Spain,Female,61,9,0,3,1,1,150994.69,1,1/16/25 5:44,107,9999,357
2480,France,Male,25,0,0,4,0,0,165613.12,1,1/26/25 18:40,112,9999,500
2481,Italy,Female,74,7,130072.29,3,0,0,105283.77,1,1/26/25 16:33,62,9999,694
2482,Italy,Male,22,2,0,3,0,1,29950.93,1,1/30/25 8:32,94,9999,653
2483,Germany,Male,25,8,0,2,1,0,37175.2,1,1/15/25 11:16,104,9999,619
2484,France,Male,27,10,130072.29,4,1,1,177029.11,1,1/20/25 15:06,82,9999,583
2485,Italy,Female,72,0,0,4,1,0,200324.68,1,1/27/25 22:19,111,9999,379
2486,Spain,Male,67,2,130072.29,2,1,0,211361.94,0,2/2/25 7:02,88,9999,542
2487,Italy,Male,28,0,0,1,1,1,93870.35,1,1/28/25 6:51,62,9999,269
2488,Italy,Male,22,0,0,3,0,0,242369.35,1,1/29/25 19:45,62,9999,531
2489,Spain,Female,25,5,130072.29,2,0,0,162196.07,1,1/10/25 9:42,65,9999,534
2490,Italy,Female,90,3,0,3,1,0,42623.01,1,1/9/25 21:27,103,9999,250
2491,Italy,Male,29,9,0,4,1,1,21497.78,1,1/24/25 16:23,79,9999,368
2492,France,Male,48,3,130072.29,4,1,0,138500.63,1,1/21/25 3:31,88,9999,284
2493,Germany,Female,26,4,0,3,1,0,186563.14,1,2/2/25 6:37,113,9999,447
2494,Italy,Male,27,2,0,4,1,1,9425.63,1,1/29/25 18:40,119,9999,494
2495,Spain,Male,25,1,0,4,1,0,10528.79,1,1/30/25 13:08,61,9999,308
2496,Germany,Male,31,9,0,1,0,0,146681.91,1,1/25/25 23:29,51,9999,574
2497,Italy,Male,63,7,0,4,1,0,247520.35,1,1/21/25 19:58,82,9999,410
2498,Germany,Male,27,10,130072.29,4,0,1,185695.68,0,1/23/25 5:31,64,9999,428
2499,Italy,Male,26,6,0,3,0,1,42133.1,0,2/2/25 17:08,101,9999,455
2500,Italy,Female,24,9,130072.29,2,1,0,26364.95,1,1/16/25 9:37,84,9999,261
2501,Germany,Male,21,3,130072.29,4,0,1,204511.87,1,1/5/25 11:49,87,9999,525
2502,Spain,Male,82,1,130072.29,4,1,1,203395.43,1,1/2/25 9:58,91,9999,430
2503,Italy,Female,23,8,130072.29,2,1,0,116925.11,1,1/8/25 9:22,56,9999,491
2504,Italy,Female,52,7,0,2,1,1,13757.05,0,1/1/25 8:15,105,9999,465
2505,Italy,Female,34,3,130072.29,2,1,1,192732.83,0,1/7/25 8:28,54,9999,500
2506,Italy,Female,50,10,0,3,0,0,105927.47,1,1/22/25 6:20,89,9999,548
2507,Italy,Male,82,4,0,4,1,1,205016.5,1,1/27/25 3:13,110,9999,375
2508,Italy,Female,29,9,0,4,0,1,40305.73,1,1/17/25 11:46,114,9999,466
2509,France,Male,73,5,130072.29,2,0,1,118497.02,1,1/31/25 8:55,115,9999,555
2510,Italy,Female,21,3,130072.29,1,1,0,133965.17,1,1/13/25 22:07,117,9999,534
2511,Italy,Female,29,1,130072.29,3,1,0,95557.65,1,1/5/25 7:28,114,9999,434
2512,Germany,Female,46,4,0,2,1,0,247534.59,1,1/21/25 19:22,91,9999,288
2513,Germany,Male,23,10,0,2,0,0,191908.56,1,1/14/25 6:48,84,9999,472
2514,Italy,Female,39,0,130072.29,4,1,1,208386.17,1,1/22/25 4:20,115,9999,433
2515,Italy,Female,48,6,130072.29,1,1,1,64061.2,0,1/27/25 0:02,74,9999,676
2516,France,Female,59,8,0,3,1,1,99243.49,1,1/29/25 1:18,55,9999,427
2517,Italy,Male,23,2,130072.29,1,0,0,32139.78,1,1/11/25 17:39,57,9999,656
2518,Italy,Male,30,5,0,1,0,1,249585.94,1,1/11/25 3:19,84,9999,677
2519,Germany,Female,23,8,130072.29,4,1,1,68112.67,1,1/8/25 22:55,102,9999,543
2520,Italy,Male,39,10,0,2,1,0,29642.98,1,1/15/25 18:06,68,9999,589
2521,Italy,Female,26,3,130072.29,2,1,1,55279.04,0,2/3/25 19:20,58,9999,400
2522,Italy,Male,29,5,130072.29,1,1,0,145031.33,1,1/8/25 6:31,82,9999,633
2523,Italy,Female,25,2,0,3,0,0,87238.75,1,1/31/25 11:30,57,9999,375
2524,Italy,Male,21,8,0,3,0,0,45170.19,1,1/4/25 11:11,87,9999,550
2525,Spain,Female,21,6,130072.29,4,1,1,119738.71,1,1/29/25 11:18,81,9999,557
2526,Italy,Male,19,6,0,3,0,0,169264.65,1,2/2/25 12:41,72,9999,585
2527,Italy,Male,29,3,0,4,0,1,167870.19,0,1/18/25 0:34,83,9999,683
2528,Italy,Female,63,5,0,1,1,1,8612.65,1,2/1/25 20:40,95,9999,483
2529,Spain,Female,18,10,130072.29,3,0,1,190075.84,1,1/22/25 22:34,81,9999,629
2530,France,Male,19,10,0,2,1,1,64084.68,1,1/27/25 18:44,50,9999,624
2531,Italy,Female,26,7,0,1,0,0,230932.63,1,2/2/25 14:51,56,9999,257
2532,Spain,Female,39,5,0,4,1,0,38927.43,1,1/1/25 7:59,73,9999,590
2533,Italy,Female,20,5,0,1,0,0,102864.37,1,1/18/25 22:53,51,9999,378
2534,Italy,Female,23,3,130072.29,1,1,1,81491.6,0,1/12/25 9:50,67,9999,513
2535,Italy,Male,22,7,0,4,0,0,125384.85,1,1/1/25 2:19,105,9999,406
2536,Italy,Female,25,9,130072.29,3,0,1,81827.72,1,1/26/25 9:46,81,9999,601
2537,Italy,Male,22,7,0,3,0,1,193953.34,1,1/7/25 1:49,119,9999,607
2538,France,Male,24,8,0,2,1,1,98584,1,1/30/25 17:53,59,9999,254
2539,Italy,Female,37,5,130072.29,3,0,1,90782.4,1,1/5/25 8:48,89,9999,335
2540,France,Female,29,1,0,4,0,0,242953.76,1,2/1/25 22:59,83,9999,424
2541,Italy,Male,19,3,130072.29,4,0,0,103846.05,1,1/12/25 7:27,82,9999,539
2542,Italy,Female,29,3,130072.29,4,0,1,36857.57,1,1/29/25 0:55,106,9999,442
